ProjectID,RequirementText,Class,IsFunctional,IsQuality,IsOnlyFunctional,IsOnlyQuality,F+Q,NotR
7,pme subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order,FR,0,1,0,1,0,0
1,the product shall respond fast to keep up to date data in the display,FR,0,1,0,1,0,0
7,the system shall meet all applicable accounting standards the final version of the system must successfully pass independent audit performed by a certified auditor,FR,0,1,0,1,0,0
14,application updates shall occur between 3am and 6 am cst on wednesday morning during the middle of the nfl season,FR,0,1,0,1,0,0
8,izogn administrator must be able to update the category listings on the website within 2 minutes,FR,1,1,0,0,1,0
13,the wcs system shall have the ability to connect other designated wcs databases currently not included in the system,FR,0,1,0,1,0,0
8,system shall automatically update the main page of the website every friday and show the 4 latest movies that have been added to the website,FR,1,0,1,0,0,0
5,the user shall easily locate instructions while using the product user help can be found within 90 of the system,FR,0,1,0,1,0,0
4,only users with update access must be able to initiate dispute requests,FR,1,1,0,0,1,0
13,the interface shall be easy to use 90 of users should be able to successfully use the system to generate a report on their first use the interface should adhere to ibm usability standards,FR,0,1,0,1,0,0
10,the product shall simulate the look of ships at sea,FR,0,1,0,1,0,0
1,the top 1 4 of the table will hold events that are to occur sequentially,FR,1,1,0,0,1,0
5,product installations and upgrades shall be handled by the middleware technology team within established launch time frames,FR,0,1,0,1,0,0
3,the system will notify affected parties when changes occur affecting clinicals including but not limited to clinical section capacity changes and clinical section cancellations,FR,1,0,1,0,0,0
13,the wcs system shall have the ability to include data for regions outside the united states and be accessed by users outside of the united states if approved by ccr management,FR,0,1,0,1,0,0
5,the available recycled parts information and their suppliers shall be returned to the user,FR,1,0,1,0,0,0
3,classes for a given cohort shall not conflict with regards to the time and day that they are offered,FR,1,0,1,0,0,0
3,the system shall allow a program administrator nursing staff member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class,FR,1,0,1,0,0,0
2,the system shall allow a real estate agent to query mls information,FR,1,0,1,0,0,0
3,a non clinical class shall specify the course name lecture room requirements and instructor needs,FR,0,0,0,0,0,1
9,the process must fit within the processing time conditions set forth by the auto rep assignment process in which a lead is assigned within 3 minutes of the total life cycle,FR,0,1,0,1,0,0
3,the system shall use symbols and words that are naturally understandable by the user community,FR,0,1,0,1,0,0
10,the product shall allow a user to identify himself or herself as a player,FR,1,0,1,0,0,0
5,the preferred repair facility ratings shall be saved within 5 seconds the save shall occur within 5 seconds,FR,1,1,0,0,1,0
3,the system shall be intuitive to the program administrators nursing staff members,FR,0,1,0,1,0,0
6,every registered user will have access to the product s support site via the internet 70 of registered users shall find a solution to their problem within 5 minutes of using the support site,FR,0,1,0,1,0,0
6,the product shall ensure that the database s data corresponds to the data entered by the user each conference room reservation in the system will contain the same information as was entered by the user,FR,0,1,0,1,0,0
3,program administrators and nursing staff members shall be able to add a new cohort to the system identified by start month and year,FR,1,0,1,0,0,0
2,the product shall allow the user to view previously downloaded search results cma reports and appointments,FR,1,0,1,0,0,0
10,once a game is initiated the product shall display an offensive grid to each player,FR,1,0,1,0,0,0
6,the product shall display room equipment according to search parameters,FR,1,0,1,0,0,0
6,the product shall be translated into foreign languages other than the target market countries languages in future releases for each emerging target market it shall take no more than 5 days to configure the product for that market s language,FR,0,1,0,1,0,0
6,aside from server failure the software product shall achieve 99 99 up time,FR,0,1,0,1,0,0
8,website shall request and authorize credit card payment before allowing a user to stream a movie,FR,1,0,1,0,0,0
3,the system will notify affected parties when changes occur affecting classes including but not limited to class cancellations class section detail changes and changes to class offerings for a given quarter,FR,1,0,1,0,0,0
6,the product shall give users feedback when necessary 80 of the users surveyed report that the product accurately confirms their actions,FR,0,1,0,1,0,0
8,the product shall be easy for customers with novice skills on the internet to purchase and watch streaming movies customers should be able to purchase and watch a pre determined movie in under 3 minutes,FR,1,1,0,0,1,0
3,the system shall be capable of processing 100 of nursing students and their classes for the next 10 years,FR,0,1,0,1,0,0
5,the preferred repair facility ratings shall be saved by the system,FR,1,0,1,0,0,0
4,the disputes system shall provide update access capability for authorized users of the application,FR,1,1,0,0,1,0
2,the search results shall be returned no later 30 seconds after the user has entered the search criteria,FR,1,1,0,0,1,0
12,the product shall information security the product shall enable privacy by encryption ws security and integrity checking,FR,0,1,0,1,0,0
5,only collision estimators shall search for recycled parts users without the collision estimator role shall not have access to the search for recycled parts,FR,1,1,0,0,1,0
8,the php code will comply with pear standards,FR,0,1,0,1,0,0
10,when the hit results in sinking a ship the product shall mark the ship as sunk on the defensive grid of the defensive player,FR,1,0,1,0,0,0
6,the product shall be expected to operate for at least 5 years for each customer installation,FR,0,1,0,1,0,0
4,the disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications,FR,0,1,0,1,0,0
8,the server will support a maximum of 1 000 simultaneous users,FR,0,1,0,1,0,0
6,the product must be able to interface with various email servers the product shall be able to send email,FR,0,1,0,1,0,0
5,the adjuster shall enter the preferred repair facility on the estimate assignment,FR,1,0,1,0,0,0
4,all business rules specified in the disputes system shall be in compliance with the merchant operating regulations,FR,0,1,0,1,0,0
10,for each shot the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss,FR,1,0,1,0,0,0
6,the product must be designed using design patterns and coding best practices 90 of maintenance software developers are able to integrate new functionality into the product with 2 working days,FR,0,1,0,1,0,0
13,the system shall be displayable on any work computer a ccr user may have the system interface shall be formatted to display at 800 by 600 pixel resolution,FR,0,1,0,1,0,0
4,the disputes applications shall interface with the merchant information database the merchant information database provides detailed information with regard to the merchant all merchant detail information shall be obtained from the merchant information database,FR,0,1,0,1,0,0
2,the user interface shall have standard menus buttons for navigation,FR,0,1,0,1,0,0
3,the system shall achieve 95 up time,FR,0,1,0,1,0,0
15,the rfs system should be available 24 7 especially during the budgeting period the rfs system shall be available 90 of the time all year and 98 during the budgeting period 2 of the time the system will become available within 1 hour of the time that the situation is reported,FR,0,1,0,1,0,0
2,the system shall be intuitive and self explanatory,FR,0,1,0,1,0,0
6,a database management system such as oracle db2 mysql or hsql will need to be integrated with the product,FR,0,1,0,1,0,0
14,the commissioner will be the only authorized user per league to adjust league settings,FR,0,1,0,1,0,0
8,daily usage statistics should be logged and accessible by the administrator,FR,1,1,0,0,1,0
8,only registered customers can purchase streaming movies,FR,0,1,0,1,0,0
3,the verbiage used within the system shall be consistent with standard english and the terminology of the national nursing community,FR,0,1,0,1,0,0
4,the disputes system shall record the name of the user and the date for any activity that creates or modifies the disputes case in the system a detailed history of the actions taken on the case including the date and the user that performed the action must be maintained for auditing purposes,FR,1,0,1,0,0,0
9,no lead evaluation will complete in a time period longer than 25 seconds for 97 of all leads processed,FR,0,1,0,1,0,0
2,the system shall be able to call the seller or buyer to schedule an appointment,FR,1,0,1,0,0,0
12,the product shall be robust the product shall have fault avoidance based on standards adoption,FR,0,1,0,1,0,0
3,the system shall operate within the windows xp professional operating system,FR,0,1,0,1,0,0
7,product formula substitutionary ingredients shall be entered automatically by the pfe subsystem,FR,1,0,1,0,0,0
10,the product shall prevent a player from viewing the offensive or defensive grids of the other player,FR,1,0,1,0,0,0
5,the product shall achieve a 98 uptime the product shall not fail more than 2 of the available online time,FR,0,1,0,1,0,0
6,the product must be highly configurable for use with various database management systems for the end users 80 of end users are able to integrate new database management systems with the product without changing the product s software code,FR,0,1,0,1,0,0
1,the system shall link events back to either the sync matrix 1 0 or the exercise managment tool 1 0 applications for modifications,FR,1,1,0,0,1,0
4,the disputes application shall ensure that only authorized users are allowed to logon to the application,FR,0,1,0,1,0,0
10,if the shot was marked as a miss the product shall change the status of the defensive player to offensive,FR,1,0,1,0,0,0
4,the maximum wait time for a user navigating from one screen to another within the disputes application shall be no more than 5 seconds,FR,0,1,0,1,0,0
3,program administrators nursing staff members are the only people who shall have access to clinical site details,FR,0,1,0,1,0,0
8,while streaming a movie buffering should only occur if there is latency in the user s connection,FR,0,1,0,1,0,0
6,the product shall be able to store new room equipment,FR,1,0,1,0,0,0
3,program administrators nursing staff members shall have the ability to modify information relating to a clinical lab section including the clinical site name the department section for the lab the class instructor day and time of lab and contact information,FR,1,0,1,0,0,0
7,pme subsystem shall allow for a product to exist in more than one submenu,FR,1,0,1,0,0,0
5,the average number of recycled parts records per day shall be 50 000,FR,0,1,0,1,0,0
3,the system shall cater to 10 simultaneous users from 9am to 5pm,FR,0,1,0,1,0,0
6,the product shall be available for distribution via the internet as a binary or zip file,FR,0,1,0,1,0,0
5,the estimator shall apply selected recycled parts to the collision estimate,FR,1,0,1,0,0,0
4,the disputes application must maintain a detailed history of every action that a user takes on a dispute case this ensures a complete audit trail if questions arise later on with regard to a particular dispute case,FR,1,1,0,0,1,0
5,the system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined,FR,1,0,1,0,0,0
6,the product will record meeting acknowledgements,FR,1,0,1,0,0,0
8,the website will allow customers to search for movies by title actor or director,FR,1,0,1,0,0,0
3,program administrators and nursing staff members shall be able to add a new clinical lab section for an existing clinical class into the system,FR,1,0,1,0,0,0
7,the rms system shall have windows xp look and feel and use gui futures making its use intuitive,FR,0,1,0,1,0,0
8,system shall let customers register on the website as a pay as you go user in under 5 minutes,FR,1,1,0,0,1,0
3,only authorized users shall have access to students personal information,FR,0,1,0,1,0,0
2,the system shall update or create new property listings in the mls,FR,1,0,1,0,0,0
5,the audit report shall be available to other adjusters at later points in time,FR,1,0,1,0,0,0
8,the system will provide a 24 hour 800 toll free number for support to its customers,FR,0,1,0,1,0,0
11,the system shall be easy to use by callers and supervisors callers and supervisors must be able to accomplish any system task within 2 minutes,FR,0,1,0,1,0,0
6,the product must be able to interface with various database management systems the product shall communicate successfully with the database management system on 100 of all transactions,FR,0,1,0,1,0,0
7,the system shall generate inventory quantity adjustment document based on product daily sales data and product formulas,FR,1,0,1,0,0,0
8,the website shall not be offensive to religious or ethnic groups,FR,0,1,0,1,0,0
4,the disputes system shall provide view access capability for authorized users of the application,FR,0,1,0,1,0,0
8,the website shall achieve 99 5 up time,FR,0,1,0,1,0,0
4,the disputes system must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant,FR,1,0,1,0,0,0
4,the disputes application shall support 350 concurrent users without any degradation of performance in the application,FR,0,1,0,1,0,0
5,for estimators the product shall be able to be operated in a repair facility during dirty and noisy conditions,FR,0,1,0,1,0,0
8,the website should use flash to provide animation on the home page,FR,0,1,0,1,0,0
4,all additions of new users and modifications to user s access shall be recorded on the user report,FR,1,0,1,0,0,0
8,website must interface with the cybersource api to process credit card transactions,FR,0,1,0,1,0,0
8,the website shall be attractive to all audiences the website shall appear to be fun and the colors should be bright and vibrant,FR,0,1,0,1,0,0
9,if the leads score falls within the low average then it will be returned to the supplying vendor,FR,1,0,1,0,0,0
1,the product shall be available during normal business hours as long as the user has access to the client pc the system will be available 99 of the time during the first six months of operation,FR,0,1,0,1,0,0
13,the wcs system shall use appropriate nomenclature and terminology as defined by the corporate community grants organization all interfaces and reports will undergo usability tests by ccr users,FR,0,1,0,1,0,0
6,the customer shall be able to easily integrate new building maps with the product throughout the product s lifecycle integration of new maps with the product shall be possible with little to no support from product support staff,FR,0,1,0,1,0,0
5,users shall feel satisfied using the product 85 of all users will be satisfied with the product,FR,0,1,0,1,0,0
6,the product will function alongside server software on any operating system where the java runtime can be installed,FR,0,1,0,1,0,0
7,product formula ingredients shall allow defining substitutionary ingredients,FR,1,0,1,0,0,0
4,the disputes system must provide different levels of access with regard to disputes case initiation and follow up actions,FR,0,1,0,1,0,0
1,the system shall display the local and exercise time in separate clocks,FR,1,0,1,0,0,0
3,a cohort shall be associated to one program of study offered by the department,FR,1,0,1,0,0,0
5,only valid data shall be entered into the system no invalid data shall be entered into the system,FR,0,1,0,1,0,0
11,the interface shall have a simple look in the interface and usability survey 90 of beta testers must report that the interface is adequately simple,FR,0,1,0,1,0,0
6,the product shall be able to send meeting notifications via different kinds of end user specified methods,FR,1,0,1,0,0,0
10,when the offensive player takes a shot the product shall simulate the sound of a ship at sea,FR,1,1,0,0,1,0
3,a program of study shall consist of a program name and listing of required classes both clinical and non clinical that must be completed,FR,0,0,0,0,0,1
6,the product shall assign the organizers contact information to each meeting they create,FR,1,0,1,0,0,0
12,the product shall provide gui based monitoring services system administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support,FR,1,1,0,0,1,0
13,the wcs system shall be run in a windows environment the wcs shall be accessed by users through the internet on an ibm computer running a windows 2000 or above operating system,FR,0,1,0,1,0,0
3,program administrators and nursing staff members shall be able to add new classes for the nursing department into the system,FR,1,0,1,0,0,0
3,the system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students,FR,0,1,0,1,0,0
5,the product shall comply with corporate color scheme,FR,0,1,0,1,0,0
14,users shall be able to view at least 25 nfl player statistics and points on each page,FR,1,1,0,0,1,0
8,when streaming a movie the buffering time should take no longer than 10 seconds plus any latency on the user s connection,FR,0,1,0,1,0,0
13,the system must use a point and click interface 100 of all selection and navigation functionality must be able to be activated selected by either a mouse or a keyboard,FR,0,1,0,1,0,0
11,the system shall be responsive at the depaul teleservices center when a supervisor uses the system to view a callers schedule the system response time must be no more than 2 seconds 90 of the time and no more than 5 seconds the rest of the time,FR,0,1,0,1,0,0
1,the system shall display the events in a graph by time,FR,1,0,1,0,0,0
2,the product shall be able support 1000 simultaneous users,FR,0,1,0,1,0,0
6,the product shall have a conservative and professional appearance,FR,0,1,0,1,0,0
8,the product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years,FR,0,1,0,1,0,0
10,when a shot is marked as a miss the product shall simulate the sound of a shot missing its target,FR,1,1,0,0,1,0
10,once a game has been initiated the product shall make the players assigned to the game unavailable for selection from the list of players,FR,1,0,1,0,0,0
8,all registered customer information shall be stored and maintained in the database even after the customer cancels their account,FR,1,0,1,0,0,0
10,once a game is initiated the product shall allow each player to position their 5 ships on their respective defensive grids,FR,1,0,1,0,0,0
10,the product shall end a game when a hit by the offensive player results in sinking the last of the defensive player s ships which had not been previously marked as sunk,FR,1,0,1,0,0,0
13,the wcs system must run queries to the wcs databases once again on a specified day to update the available data available to ccr users queries must be made to external databases for data refresh once a week,FR,1,1,0,0,1,0
8,movies shall be encoded for 56k and 256k streams,FR,0,1,0,1,0,0
5,only adjusters with a supervisor role can update preferred repair facility ratings users without the supervisor role cannot access the repair facility ratings,FR,1,1,0,0,1,0
5,the user shall select to save the preferred repair facility ratings,FR,1,0,1,0,0,0
12,the product shall have security the product shall provide authentication and authorization,FR,0,1,0,1,0,0
8,the website shall continue to operate if the streaming server goes down,FR,0,1,0,1,0,0
10,the product shall allow the player to position ships diagonally on their grid,FR,1,0,1,0,0,0
7,the system shall allow entering storing and modifying product formulas,FR,1,0,1,0,0,0
10,if the shot was marked as a hit the product shall allow the offensive player to define a shot,FR,1,0,1,0,0,0
4,the disputes system shall prevent the creation of duplicate dispute requests 100 of the time,FR,1,1,0,0,1,0
1,the system shall color code events according to their variance from current time,FR,1,1,0,0,1,0
5,the product shall interface with the choiceparts system once per day at approximately 1 00 am,FR,0,1,0,1,0,0
8,the website shall be capable of supporting 100 000 customers,FR,0,1,0,1,0,0
8,all movies shall be streamed on demand at any time of the day,FR,1,1,0,0,1,0
8,the website shall prevent its data from being corrupted when incorrect data is entered in,FR,0,1,0,1,0,0
7,the system shall allow generation of inventory quantity adjustment documents on demand,FR,1,0,1,0,0,0
2,the system shall notify the realtor when a seller or buyer responds to an appointment request,FR,1,0,1,0,0,0
13,the wcs system shall be available at all times as long as ibm s internal intranet w3 is accessible the wcs system will be available 95 of the time ibm s internal intranet w3 is available,FR,0,1,0,1,0,0
8,system shall let customers register on the website as a unlimited movie subscriber user in under 10 minutes,FR,1,1,0,0,1,0
11,on a 112k connection or faster the system response time for all operations must be no more than 3 seconds 90 of the time,FR,0,1,0,1,0,0
13,the system interface will use ccr nomenclature the system must use the same nomenclature used in the existing wcs system and reports,FR,0,1,0,1,0,0
9,if the leads score falls within the medium average then it will be set for manual verification by an enrollment coordinator through the eleads system,FR,1,0,1,0,0,0
2,the user shall be able to download appointments and contact information for clients,FR,1,0,1,0,0,0
4,all screens created as part of the disputes application must comply with corporate standards for interface creation,FR,0,1,0,1,0,0
6,the product will require collaboration with a database management system dbms the dbms may be located on the same machine as the product or on a separate machine residing on the same computer network,FR,0,1,0,1,0,0
14,each team owner will need to use a username and password in order to be authenticated to reach the team owner s page,FR,0,1,0,1,0,0
10,the notification of the game ending will include the reason the game is ended i e a player has won the game or a player has ended the game,FR,1,0,1,0,0,0
3,program administrators nursing staff members shall have the ability to modify information relating to a clinical site including the clinical site name site contact person contact information and address,FR,1,0,1,0,0,0
13,a user shall be able to use the system without instruction after a short amount of time after one use a user should understand and remember 90 of the system usage and navigation,FR,0,1,0,1,0,0
5,the vehicle location shall include street address city state and zipcode,FR,0,0,0,0,0,1
15,changes to revenue and expense formulae must be applied to the rfs system every year prior to the budgeting process start revenue and expense formulae will be updated within one week of their receipt after which 2 weeks will be allotted to testing of the budget calculations to be conducted jointly by the project development team and pcg finance,FR,0,1,0,1,0,0
8,all streaming movie sales will be logged in the database and accessible by the administrator,FR,1,1,0,0,1,0
10,the product shall prevent the player from overlapping ships on their grid,FR,1,0,1,0,0,0
2,the system shall display clear property images in the search results,FR,1,0,1,0,0,0
6,the product shall have the ability to send meeting reminders to employees,FR,1,0,1,0,0,0
8,the owner shall have free access to all of the streaming movies,FR,0,1,0,1,0,0
3,the system shall be able to display a printable summary for individual clinical sites which will include information on labs being held at that site for the given quarter clinical site general information on labs held at that location dates and times of all labs held there,FR,1,0,1,0,0,0
5,the product shall comply with corporate user interface guidelines,FR,0,1,0,1,0,0
8,the product shall use symbols and words that are naturally understandable by users familiar with websites,FR,0,1,0,1,0,0
10,the product shall allow a player to position ships horizontally on their grid,FR,1,0,1,0,0,0
6,the product shall update existing conference rooms,FR,1,0,1,0,0,0
4,the disputes system must prevent users from accessing any dispute cases that do not belong to their cardholder base,FR,0,1,0,1,0,0
8,users should only have to navigate through a maximum of 4 pages to create an account with the website,FR,0,1,0,1,0,0
10,the product shall provide players no access to information that might reveal the identity of another player,FR,0,1,0,1,0,0
8,website shall allow customers to add their own movie review for a selected movie,FR,1,0,1,0,0,0
10,when a game is ended the product shall allow each player to identify himself or herself as an available player in the list of players,FR,1,0,1,0,0,0
12,the product shall continue to operate during upgrade change or new resource addition the product shall be able to continue to operate with no interruption in service due to new resource additions,FR,0,1,0,1,0,0
3,program administrators and nursing staff members shall have the ability to specify which classes are required for a program of study,FR,1,0,1,0,0,0
8,izogn administrator must be able to add new products to the website within 2 minutes,FR,1,1,0,0,1,0
8,system shall let the administrator add remove categories on the website in under 5 minutes,FR,1,1,0,0,1,0
9,the leads washing functionality will insert all leads captured by the web service,FR,1,0,1,0,0,0
7,pme subsystem shall allow building product menus based on the list of products kept in the accounting system,FR,1,0,1,0,0,0
13,the system shall use ibm and ccr branding standards the interface must have one ibm logo and one ccr logo,FR,0,1,0,1,0,0
14,the application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network,FR,0,1,0,1,0,0
5,the audit report shall include the number of available recycled parts from the original search results,FR,1,0,1,0,0,0
3,the system shall be easy to use by the program administrators nursing staff members,FR,0,1,0,1,0,0
6,the product will be available for licensing as a one server two five servers or five or more servers license,FR,0,1,0,1,0,0
7,recreation of inventory quantity adjustment for the period of previous 30 days shall take no more than 30min,FR,1,1,0,0,1,0
3,the system shall be able to display a printable summary for individual clinical labs which will include but not be limited to class name class number lab section listing of students enrolled instructor day s time and location,FR,1,0,1,0,0,0
14,the message board shall contain the 5 most recently posted messages on the league page the messages will contain up to the first 150 characters of the message,FR,1,0,1,0,0,0
12,the product shall be updated on a regular basis the product will have a new major feature introduced every six months and quarterly maintenance releases every six months,FR,0,1,0,1,0,0
3,the response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds,FR,0,1,0,1,0,0
5,the product shall be able to handle 10 000 concurrent users within 2 years of the initial launch,FR,0,1,0,1,0,0
1,the system shall allow a user to define the time segments,FR,1,0,1,0,0,0
4,any disputes cases that have been closed for over 6 months must be purged from the online disputes database,FR,1,0,1,0,0,0
1,the system shall have a mdi form that allows for the viewing of the graph and the data table,FR,1,0,1,0,0,0
10,when a game is ended the product shall notify the players that the game is ended,FR,1,0,1,0,0,0
6,the product shall use a standard navigation menu familiar to most web users,FR,0,1,0,1,0,0
10,when the hit results in sinking a ship the product shall indicate the type of ship sunk on the defensive grid of the defensive player,FR,1,0,1,0,0,0
2,the product shall have a consistent color scheme and fonts,FR,0,1,0,1,0,0
3,program administrators nursing staff members shall be able to create a new program of study,FR,1,0,1,0,0,0
2,out of 1000 accesses to the system the system is available 999 times,FR,0,1,0,1,0,0
3,2 out of 3 program administrators nursing staff members shall successfully be able to use the system to manage the scheduling of classes and clinicals,FR,1,1,0,0,1,0
12,the product shall operate with every platform the product shall accommodate any new technology without any change in its architecture,FR,0,1,0,1,0,0
2,the realtor shall be able to retrieve a map showing property locations for a specified area,FR,1,0,1,0,0,0
5,the adjuster shall request a recycled parts audit of the collision estimate,FR,1,0,1,0,0,0
4,the list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status,FR,0,1,0,1,0,0
8,viewing a movie details the website will display the movies description actor and director entered in by the administrator,FR,1,0,1,0,0,0
11,the system must be available for use between 7 00am and 11 59pm all days of the year,FR,0,1,0,1,0,0
2,the product shall be available for use 24 hours per day 365 days per year,FR,0,1,0,1,0,0
3,we must be able to interface with any html browser,FR,0,1,0,1,0,0
12,the product shall be able to process all transactions the product shall process minimum of 1 million transactions per year,FR,0,1,0,1,0,0
10,the product shall allow the player to position ships vertically on their grid,FR,1,0,1,0,0,0
5,the recycled parts search results provided to the estimator shall be retrieved by the system,FR,1,0,1,0,0,0
6,the product must make use of web application server technology open source examples include apache web server tomcat and the jboss application server,FR,0,1,0,1,0,0
8,system shall allow users to update their billing and contact information via the my account section of the website,FR,1,0,1,0,0,0
6,the product shall allow the user to select a chosen language from one of the target market countries,FR,1,1,0,0,1,0
1,the system shall display events or activities,FR,1,0,1,0,0,0
6,the product shall allow for customization of start page and views preferences,FR,0,1,0,1,0,0
12,the product shall process messages within 2 seconds the product shall have a maximum message processing time of 2 seconds,FR,1,1,0,0,1,0
3,program administrators and nursing staff members shall be able to add new classes to a sequence of classes,FR,1,0,1,0,0,0
3,a clinical lab section shall include the clinical site name the class instructor day and time of the lab,FR,0,0,0,0,0,1
1,the system shall filter data by venues and key events,FR,1,0,1,0,0,0
3,program administrators nursing staff members shall have the ability to modify information relating to a program of study within the nursing department including the program of study name and required classes for that program of study,FR,1,0,1,0,0,0
5,the audit report shall be displayed to the user,FR,1,0,1,0,0,0
10,once a game is initiated the product shall display a defensive grid to each player,FR,1,0,1,0,0,0
5,the search radius shall be between 1 and 30 miles,FR,0,0,0,0,0,1
2,the product shall be able to support multiple remote users,FR,1,0,1,0,0,0
2,the product shall be capable of handling the existing 1000 users this number is expected to grow 5 times within the next year,FR,0,1,0,1,0,0
1,the display shall have two regions left 2 3 of the display is graphical right 1 3 of the display is a data table,FR,0,1,0,1,0,0
15,the rfs system should be able to easily interface with the bdw environment in order to load the data 7 data files shall be received from the bdw and loaded into the rfs system within 3 hours one day prior to the start of budgeting process every year the data will be as of october month end test files 7 shall be loaded up to 5 times throughout the year from the bdw,FR,0,1,0,1,0,0
3,the system shall able to operate within a business office environment typical of the nursing department at depaul university,FR,0,1,0,1,0,0
14,the application shall run on a web application server,FR,0,1,0,1,0,0
8,the system shall notify customers of changes to its information policy,FR,1,0,1,0,0,0
12,the product shall be robust with fault tolerance the product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures,FR,0,1,0,1,0,0
13,rreports must be easy to generate eports must be generated within one button click and exported within one button click after selecting the report,FR,0,1,0,1,0,0
6,the product shall record different meeting types,FR,1,0,1,0,0,0
3,program administrators and nursing staff members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class,FR,1,0,1,0,0,0
6,the product shall store new conference rooms,FR,1,0,1,0,0,0
6,the product shall record meeting entries,FR,1,0,1,0,0,0
8,the website shall make its user aware of its information practices before collection data from them via a privacy policy accessible on all pages of the website,FR,1,1,0,0,1,0
10,the product shall maintain the status of each player for a turn either offensive or defensive,FR,1,0,1,0,0,0
